fiscaldateending,reportedcurrency,totalassets,totalcurrentassets,cashandcashequivalentsatcarryingvalue,cashandshortterminvestments,inventory,currentnetreceivables,totalnoncurrentassets,propertyplantequipment,intangibleassets,intangibleassetsexcludinggoodwill,goodwill,longterminvestments,shortterminvestments,othercurrentassets,totalliabilities,totalcurrentliabilities,currentaccountspayable,shorttermdebt,totalnoncurrentliabilities,capitalleaseobligations,longtermdebt,currentlongtermdebt,shortlongtermdebttotal,othercurrentliabilities,othernoncurrentliabilities,totalshareholderequity,treasurystock,retainedearnings,commonstock,commonstocksharesoutstanding,date,symbol
2008-03-31,USD,27604982000,15464931000,6519749000,6519749000,71722000.0,2560909000,12140051000,4741724000.0,1203972000.0,1203972000.0,4791399000,14565000000.0,5614759000,697792000,3267447000,2460475000,358122000,177430000.0,806972000,12519000000.0,3951000000.0,3945000000.0,16157000000.0,1730857000,7282000000.0,24337535000,0.0,10641858000,314000.0,12695674921,2008-03-31,GOOGL
2007-12-31,USD,25335806000,17289138000,6081593000,6081593000,618000000.0,2307774000,8046668000,4039261000.0,446596000.0,446596000.0,2299368000,14565000000.0,8137020000,762751000,2646127000,2035602000,282106000,2219000000.0,610525000,12519000000.0,3951000000.0,3945000000.0,16157000000.0,1575423000,7282000000.0,22689679000,0.0,9334772000,313000.0,12648394940,2007-12-31,GOOGL
2007-09-30,USD,23340650000,15733761000,5106404000,5106404000,87963000.0,1887860000,7606889000,3588814000.0,485252000.0,485252000.0,2277397000,14565000000.0,7980941000,670593000,2303879000,1782667000,231883000,2219000000.0,521212000,12519000000.0,3951000000.0,3945000000.0,16157000000.0,1404655000,7282000000.0,21036771000,0.0,8123478000,312000.0,12663034934,2007-09-30,GOOGL
2007-06-30,USD,21423885000,14857523000,4493652000,4493652000,78068000.0,1648680000,6566362000,3219280000.0,339579000.0,339579000.0,1723124000,14565000000.0,8009883000,627240000,1764277000,1319195000,136483000,2219000000.0,445082000,12519000000.0,3951000000.0,3945000000.0,16157000000.0,1060146000,7282000000.0,19659608000,0.0,7053489000,311000.0,12618754952,2007-06-30,GOOGL
2007-03-31,USD,20015438000,14080774000,4081340000,4081340000,51259000.0,1477090000,5934664000,2826717000.0,326526000.0,326526000.0,1620566000,14565000000.0,7854579000,616506000,1638228000,1254353000,181828000,37857000.0,383875000,12519000000.0,3951000000.0,3945000000.0,16157000000.0,928897000,7282000000.0,18377210000,0.0,6128368000,310000.0,12594794962,2007-03-31,GOOGL
2006-12-31,USD,18473351000,13039847000,3544671000,3544671000,618000000.0,1322340000,5433504000,2395239000.0,346841000.0,346841000.0,1545119000,14565000000.0,7699243000,473593000,1433511000,1304587000,211169000,987907000.0,128924000,12519000000.0,3951000000.0,3945000000.0,16157000000.0,988282000,7282000000.0,17039840000,0.0,5133314000,309000.0,12381915047,2006-12-31,GOOGL
2006-09-30,USD,15693232000,11858243000,3038341000,3038341000,51532000.0,1031055000,3834989000,2174314000.0,177406000.0,177406000.0,337145000,14565000000.0,7390374000,346941000,1296145000,1216047000,207348000,188613000.0,80098000,12519000000.0,3951000000.0,3945000000.0,16157000000.0,731727000,7282000000.0,14397087000,0.0,4102597000,304000.0,12422955030,2006-09-30,GOOGL
2006-06-30,USD,14396006000,11058107000,4015922000,4015922000,618000000.0,885088000,3337899000,1799766000.0,146601000.0,146601000.0,318597000,14565000000.0,5805710000,351387000,1038998000,977430000,179441000,606420000.0,61568000,12519000000.0,3951000000.0,3945000000.0,16157000000.0,714703000,7282000000.0,13357008000,0.0,3369236000,303000.0,12401515039,2006-06-30,GOOGL
2006-03-31,USD,11294870000,9555957000,2935179000,2935179000,618000000.0,844378000,1738913000,1209681000.0,160573000.0,160573000.0,318806000,14565000000.0,5493849000,282551000,1051602000,980024000,145911000,542381000.0,71578000,12519000000.0,3951000000.0,3945000000.0,16157000000.0,753941000,7282000000.0,10243268000,0.0,2648159000,295000.0,12164915134,2006-03-31,GOOGL
2005-12-31,USD,10271813000,9001071000,3877174000,3877174000,618000000.0,687976000,1270742000,961749000.0,277683000.0,277683000.0,195000000,14565000000.0,4157073000,278848000,852856000,745384000,115575000,528936000.0,107472000,12519000000.0,3951000000.0,3945000000.0,16157000000.0,556710000,7282000000.0,9418957000,0.0,2055868000,293000.0,11033755586,2005-12-31,GOOGL
2005-09-30,USD,9451001000,8382685000,5518569000,5518569000,618000000.0,541815000,1068316000,803078000.0,228603000.0,228603000.0,171000000,14565000000.0,2111578000,210723000,657933000,559848000,87346000,10000.0,98085000,12519000000.0,3951000000.0,3945000000.0,10000.0,416838000,7282000000.0,8793068000,0.0,1683660000,290000.0,11586915365,2005-09-30,GOOGL
